1	N	48
1	J	48
1	R	48
2	N	48
2	J	49
1	W	49
2	R	49
3	N	63
3	J	64
2	J	64
3	R	64
3	W	68
2	R	68
2	E	73
1	J	73
1	R	74
4	N	74
4	J	74
1	W	74
4	R	74
5	N	106
5	J	107
4	W	107
5	R	107
4	J	109
5	E	110
4	R	110
4	W	115
0	R	115
4	J	620
4	R	620
4	W	620
0	R	620
4	J	659
4	R	659
4	W	659
0	R	659
4	J	698
4	R	698
4	W	698
0	R	698
4	J	764
4	R	764
4	W	764
0	R	764
4	J	855
4	R	855
4	W	855
0	R	855
4	J	912
4	R	912
4	W	912
0	R	912
4	J	958
4	R	958
4	W	958
0	R	958
4	J	1029
4	R	1029
4	W	1029
0	R	1029
4	J	1050
4	R	1050
4	W	1050
0	R	1050
4	J	1091
4	R	1091
4	W	1091
0	R	1091
4	J	1184
4	R	1184
4	W	1184
0	R	1184
4	J	1268
4	R	1269
4	W	1269
0	R	1269
4	J	1320
4	R	1321
4	W	1321
0	R	1321
4	J	1379
4	R	1379
4	W	1379
0	R	1379
4	J	1443
4	R	1443
4	W	1443
0	R	1443
4	J	1499
4	R	1499
4	W	1499
0	R	1499
4	J	1538
4	R	1538
4	W	1538
0	R	1538
4	J	1596
4	R	1596
4	W	1596
0	R	1596
4	J	1717
4	R	1717
6	N	1717
6	J	1718
4	W	1718
6	R	1718
7	N	1720
7	J	1720
8	N	1721
8	J	1721
6	W	1722
8	R	1722
8	J	1727
7	R	1727
7	W	1727
8	R	1727
8	W	1822
0	R	1822
7	J	1828
7	R	1828
7	W	1828
0	R	1828
8	J	1923
8	R	1923
8	E	1923
6	J	1923
6	R	1923
6	E	1924
4	J	1924
4	R	1924
9	N	1924
9	J	1925
4	W	1925
9	R	1925
4	J	1927
9	E	1928
4	R	1928
4	W	1928
0	R	1928
7	J	1929
7	R	1929
10	N	1929
10	J	1929
7	W	1930
10	R	1930
10	W	2030
0	R	2030
10	J	2131
10	R	2131
10	E	2131
7	J	2131
7	R	2131
7	E	2132
1	J	2132
1	R	2132
1	W	2132
0	R	2132
4	J	2565
4	R	2565
4	W	2565
0	R	2565
4	J	2567
4	R	2568
4	W	2568
0	R	2568
4	J	2589
4	R	2589
4	W	2589
0	R	2589
4	J	2608
4	R	2608
4	W	2608
0	R	2608
4	J	2632
4	R	2632
4	W	2632
0	R	2632
4	J	2642
4	R	2642
4	W	2642
0	R	2642
4	J	2669
4	R	2669
4	W	2669
0	R	2669
4	J	2750
4	R	2750
11	N	2752
11	J	2752
4	W	2753
11	R	2753
